,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,Start_Year,End/Current_Year,Format
227,Bangladesh,Rishad Hossain,40,25,6,170,53,8.94,131,129.77,0,1,4,9,14,2023,2025,T20
228,Bangladesh,Junaid Siddique,7,7,0,159,71,22.71,108,147.22,0,1,1,16,7,2007,2012,T20
229,Bangladesh,Tanzim Hasan Sakib,28,17,7,139,50,13.9,134,103.73,0,1,1,8,7,2023,2025,T20
230,Bangladesh,Naeem Islam,10,10,1,130,28,14.44,114,114.03,0,0,0,8,7,2008,2013,T20
231,Bangladesh,Yasir Ali,11,11,3,128,42,16.0,90,142.22,0,0,0,12,5,2022,2023,T20
232,Bangladesh,Mohammad Mithun,17,13,1,127,47,10.58,136,93.38,0,0,2,10,4,2014,2021,T20
233,Bangladesh,Imrul Kayes,14,13,0,119,36,9.15,134,88.8,0,0,4,14,3,2010,2017,T20
234,Bangladesh,Ziaur Rahman,14,12,3,117,40,13.0,91,128.57,0,0,3,3,10,2012,2014,T20
235,Bangladesh,Mustafizur Rahman,111,33,14,87,15,4.57,117,74.35,0,0,7,3,5,2015,2025,T20
236,Bangladesh,Shamsur Rahman,9,8,0,86,53,10.75,85,101.17,0,1,2,12,1,2013,2014,T20
237,Bangladesh,Nasum Ahmed,36,17,9,77,19,9.62,82,93.9,0,0,4,6,2,2021,2025,T20
238,Bangladesh,Farhad Reza,13,9,0,72,19,8.0,88,81.81,0,0,1,4,2,2006,2014,T20
239,Bangladesh,Shoriful Islam,50,21,8,66,16,5.07,56,117.85,0,0,4,7,3,2021,2025,T20
240,Bangladesh,Mominul Haque,6,4,1,60,26,20.0,50,120.0,0,0,0,5,2,2012,2014,T20
241,Bangladesh,Ariful Haque,9,8,4,59,18,14.75,61,96.72,0,0,1,4,0,2018,2018,T20
242,Bangladesh,Abu Hider,13,5,4,58,22,58.0,43,134.88,0,0,0,5,4,2016,2018,T20
243,Bangladesh,Sohag Gazi,10,7,3,57,24,14.25,59,96.61,0,0,0,3,1,2012,2015,T20
244,Bangladesh,Alok Kapali,7,7,2,57,19,11.4,85,67.05,0,0,2,3,1,2007,2011,T20
245,Bangladesh,Saif Hassan,5,5,1,52,50,13.0,64,81.25,0,1,2,1,3,2021,2023,T20
246,Bangladesh,Raqibul Hasan,5,5,0,51,18,10.2,62,82.25,0,0,0,3,1,2008,2010,T20
247,Bangladesh,Hasan Mahmud,26,9,7,50,26,25.0,51,98.03,0,0,1,0,4,2020,2025,T20
248,Bangladesh,Abdur Razzak,34,20,10,41,9,4.1,74,55.4,0,0,5,1,0,2006,2014,T20
249,Bangladesh,Shuvagata Hom,5,4,2,35,16,17.5,35,100.0,0,0,0,3,1,2016,2016,T20
250,Bangladesh,Aminul Islam,10,7,4,35,9,11.66,41,85.36,0,0,0,4,0,2019,2021,T20
251,Bangladesh,Arafat Sunny,10,6,3,34,10,11.33,30,113.33,0,0,0,3,1,2014,2016,T20
252,Bangladesh,Munim Shahriar,5,5,0,34,17,6.8,47,72.34,0,0,0,5,0,2022,2022,T20
253,Bangladesh,Jahurul Islam,3,3,0,31,18,10.33,23,134.78,0,0,0,3,1,2010,2013,T20
254,Bangladesh,Nadif Chowdhury,3,3,0,27,12,9.0,23,117.39,0,0,0,2,0,2006,2007,T20
255,Bangladesh,Shahadat Hossain,3,2,0,26,21,13.0,33,78.78,0,0,0,3,0,2023,2023,T20
256,Bangladesh,Shahriar Nafees,1,1,0,25,25,25.0,17,147.05,0,0,0,3,1,2006,2006,T20
257,Bangladesh,Shafiul Islam,20,6,1,23,16,4.6,33,69.69,0,0,1,1,1,2010,2020,T20
258,Bangladesh,Rubel Hossain,28,15,10,20,8,4.0,36,55.55,0,0,4,1,0,2009,2021,T20
259,Bangladesh,Muktar Ali,1,1,1,19,19,0.0,15,126.66,0,0,0,1,1,2016,2016,T20
260,Bangladesh,Rakibul Hasan,3,2,1,18,14,18.0,7,257.14,0,0,0,3,1,2023,2023,T20
261,Bangladesh,Nazmul Islam,13,4,3,18,7,18.0,17,105.88,0,0,0,2,0,2018,2018,T20
262,Bangladesh,Mehrab Hossain jnr,2,2,1,16,10,16.0,25,64.0,0,0,0,1,0,2008,2009,T20
263,Bangladesh,Abul Hasan,5,2,0,14,9,7.0,11,127.27,0,0,0,2,0,2012,2018,T20
264,Bangladesh,Mohammad Rafique,1,1,0,13,13,13.0,5,260.0,0,0,0,3,0,2006,2006,T20
265,Bangladesh,Tanvir Islam,6,3,2,12,8,12.0,16,75.0,0,0,0,1,0,2023,2025,T20
266,Bangladesh,Zakir Hasan,4,4,0,11,10,2.75,19,57.89,0,0,2,1,0,2018,2023,T20
267,Bangladesh,Elias Sunny,7,4,2,9,5,4.5,9,100.0,0,0,0,1,0,2012,2012,T20
268,Bangladesh,Shahadat Hossain,6,5,3,8,4,4.0,12,66.66,0,0,1,0,0,2006,2013,T20
269,Bangladesh,Syed Rasel,8,3,1,7,6,3.5,9,77.77,0,0,0,1,0,2007,2008,T20
270,Bangladesh,Al-Amin Hossain,31,6,4,7,5,3.5,12,58.33,0,0,1,1,0,2013,2020,T20
271,Bangladesh,Mahmudul Hasan Joy,3,2,0,5,5,2.5,10,50.0,0,0,1,0,0,2023,2023,T20
272,Bangladesh,Nazmus Sadat,1,1,0,4,4,4.0,3,133.33,0,0,0,0,0,2006,2006,T20
273,Bangladesh,Mrittunjoy Chowdhury,1,1,0,4,4,4.0,11,36.36,0,0,0,0,0,2023,2023,T20
274,Bangladesh,Abu Jayed,3,2,0,3,2,1.5,7,42.85,0,0,0,0,0,2018,2018,T20
275,Bangladesh,Nazmul Hossain,4,2,2,3,3,0.0,15,20.0,0,0,0,0,0,2009,2012,T20
276,Bangladesh,Dhiman Ghosh,1,1,0,1,1,1.0,2,50.0,0,0,0,0,0,2008,2008,T20
277,Bangladesh,Sohrawordi Shuvo,1,1,1,1,1,0.0,3,33.33,0,0,0,0,0,2010,2010,T20
279,England,JC Buttler,137,126,23,3700,101,35.92,2516,147.05,1,27,8,333,160,2011,2025,T20
280,England,EJG Morgan,115,107,21,2458,91,28.58,1805,136.17,0,14,3,186,120,2009,2022,T20
281,England,AD Hales,75,75,8,2074,116,30.95,1499,138.35,1,12,5,225,70,2011,2022,T20
282,England,DJ Malan,62,60,8,1892,103,36.38,1428,132.49,1,16,2,194,62,2017,2023,T20
283,England,JM Bairstow,80,72,16,1671,90,29.83,1215,137.53,0,10,6,148,76,2011,2024,T20
284,England,JJ Roy,64,64,1,1522,78,24.15,1106,137.61,0,8,7,153,69,2014,2022,T20
285,England,MM Ali,92,75,17,1229,72,21.18,863,142.41,0,7,9,88,68,2014,2024,T20
286,England,PD Salt,43,40,5,1193,119,34.08,726,164.32,3,5,4,116,61,2022,2025,T20
287,England,KP Pietersen,37,36,5,1176,79,37.93,831,141.51,0,7,1,119,32,2005,2013,T20
288,England,LS Livingstone,60,47,9,955,103,25.13,641,148.98,1,2,3,54,59,2017,2025,T20
289,England,JE Root,32,30,5,893,90,35.72,707,126.3,0,5,2,92,16,2012,2019,T20
290,England,HC Brook,47,40,10,873,81,29.1,593,147.21,0,4,0,70,38,2022,2025,T20
291,England,LJ Wright,51,45,5,759,99,18.97,554,137.0,0,4,9,68,31,2007,2014,T20
292,England,RS Bopara,38,35,10,711,65,28.44,599,118.69,0,3,0,54,17,2008,2014,T20
293,England,BA Stokes,43,36,9,585,52,21.66,457,128.0,0,1,1,42,22,2011,2022,T20
294,England,PD Collingwood,35,33,2,583,79,18.8,459,127.01,0,3,3,37,24,2005,2011,T20
295,England,MJ Lumb,27,27,1,552,63,21.23,413,133.65,0,3,1,64,21,2010,2014,T20
296,England,BM Duckett,20,20,2,527,84,29.27,343,153.64,0,3,1,69,8,2019,2025,T20
297,England,C Kieswetter,25,25,1,526,63,21.91,470,111.91,0,3,2,47,23,2010,2012,T20
298,England,SW Billings,36,32,5,474,87,17.55,362,130.93,0,2,1,40,16,2015,2022,T20
299,England,JM Vince,17,17,0,463,59,27.23,361,128.25,0,2,0,47,14,2015,2022,T20
300,England,CJ Jordan,95,57,25,439,36,13.71,340,129.11,0,0,3,31,21,2014,2024,T20
301,England,WG Jacks,26,23,0,399,40,17.34,293,136.17,0,0,1,41,15,2022,2025,T20
302,England,T Banton,17,16,1,360,73,24.0,236,152.54,0,2,0,32,19,2019,2025,T20
303,England,SM Curran,58,34,9,356,50,14.24,286,124.47,0,1,0,21,15,2019,2024,T20
304,England,OA Shah,17,15,1,347,55,24.78,284,122.18,0,1,0,26,13,2007,2009,T20
305,England,JG Bethell,13,12,5,281,62,40.14,182,154.39,0,2,0,16,19,2024,2025,T20
306,England,DJ Willey,43,26,11,226,33,15.06,173,130.63,0,0,2,15,13,2015,2022,T20
307,England,TT Bresnan,34,22,9,216,47,16.61,170,127.05,0,0,3,16,6,2006,2014,T20
308,England,SR Patel,18,14,2,189,67,15.75,173,109.24,0,1,2,17,5,2011,2013,T20
309,England,IR Bell,8,8,1,188,60,26.85,163,115.33,0,1,0,23,2,2006,2014,T20
310,England,ME Trescothick,3,3,0,166,72,55.33,131,126.71,0,2,0,23,1,2005,2006,T20
311,England,AU Rashid,127,41,20,155,22,7.38,175,88.57,0,0,3,12,1,2009,2025,T20
312,England,CR Woakes,33,17,8,147,37,16.33,117,125.64,0,0,2,9,7,2011,2023,T20
313,England,IJL Trott,7,7,1,138,51,23.0,144,95.83,0,1,0,9,3,2007,2010,T20
314,England,JL Smith,5,5,0,130,60,26.0,67,194.02,0,1,0,9,10,2025,2025,T20
315,England,MJ Prior,10,8,2,127,32,21.16,100,127.0,0,0,1,11,5,2007,2010,T20
316,England,JL Denly,13,12,2,125,30,12.5,118,105.93,0,0,2,15,1,2009,2020,T20
317,England,AD Mascarenhas,14,13,5,123,31,15.37,100,123.0,0,0,3,8,5,2007,2009,T20
318,England,SCJ Broad,56,26,10,118,18,7.37,118,100.0,0,0,2,7,3,2006,2014,T20
319,England,DL Maddy,4,4,0,113,50,28.25,80,141.25,0,1,0,12,3,2007,2007,T20
320,England,GP Swann,39,16,11,104,34,20.8,89,116.85,0,0,2,9,1,2008,2012,T20
321,England,SM Davies,5,5,0,102,33,20.4,82,124.39,0,0,0,12,0,2009,2011,T20
322,England,MH Yardy,14,8,5,96,35,32.0,72,133.33,0,0,3,9,1,2006,2011,T20
323,England,JC Archer,34,12,5,82,21,11.71,62,132.25,0,0,3,6,4,2019,2025,T20
324,England,A Flintoff,7,7,1,76,31,12.66,60,126.66,0,0,1,7,2,2005,2007,T20
325,England,VS Solanki,3,3,0,76,43,25.33,61,124.59,0,0,0,10,1,2005,2007,T20
326,England,AJ Strauss,4,4,0,73,33,18.25,64,114.06,0,0,1,9,0,2005,2009,T20
327,England,TK Curran,30,13,7,64,14,10.66,56,114.28,0,0,0,1,4,2017,2021,T20
328,England,AN Cook,4,4,0,61,26,15.25,54,112.96,0,0,0,10,0,2007,2009,T20
329,England,P Mustard,2,2,0,60,40,30.0,37,162.16,0,0,0,5,4,2008,2008,T20
330,England,JWM Dalrymple,3,3,0,60,32,20.0,57,105.26,0,0,0,6,0,2006,2007,T20
331,England,LA Dawson,14,5,1,57,34,14.25,36,158.33,0,0,0,8,2,2016,2025,T20
332,England,J Overton,12,8,2,50,19,8.33,47,106.38,0,0,1,3,1,2024,2025,T20
333,England,L Gregory,9,7,1,45,15,7.5,41,109.75,0,0,1,2,2,2019,2021,T20
334,England,BA Carse,11,7,2,43,31,8.6,34,126.47,0,0,2,2,3,2023,2025,T20
335,England,LE Plunkett,22,11,4,42,18,6.0,34,123.52,0,0,3,3,1,2006,2019,T20
336,England,Rehan Ahmed,10,6,2,38,11,9.5,29,131.03,0,0,1,4,2,2023,2024,T20
337,England,JS Foster,5,5,2,37,14,12.33,32,115.62,0,0,0,0,1,2009,2009,T20
338,England,S Mahmood,19,9,4,35,12,7.0,45,77.77,0,0,1,2,1,2019,2025,T20
339,England,GO Jones,2,2,1,33,19,33.0,25,132.0,0,0,0,5,0,2005,2006,T20
340,England,JC Tredwell,17,6,3,32,22,10.66,20,160.0,0,0,1,4,1,2012,2014,T20
341,England,PA Nixon,1,1,1,31,31,0.0,22,140.9,0,0,0,2,1,2007,2007,T20
342,England,MP Vaughan,2,2,0,27,27,13.5,22,122.72,0,0,1,4,0,2005,2007,T20
343,England,MA Wood,38,7,5,27,10,13.5,28,96.42,0,0,1,2,0,2015,2025,T20
344,England,CP Schofield,4,4,3,24,9,24.0,20,120.0,0,0,0,2,0,2007,2007,T20
345,England,JW Dernbach,34,7,2,24,12,4.8,21,114.28,0,0,1,3,0,2011,2014,T20
346,England,JM Cox,2,2,0,17,17,8.5,14,121.42,0,0,1,3,0,2024,2024,T20
347,England,RJW Topley,35,10,8,17,9,8.5,20,85.0,0,0,1,1,0,2015,2024,T20
348,England,SG Borthwick,1,1,0,14,14,14.0,16,87.5,0,0,0,2,0,2011,2011,T20
349,England,ST Finn,21,3,3,14,8,0.0,19,73.68,0,0,0,1,0,2011,2015,T20
350,England,CMW Read,1,1,0,13,13,13.0,11,118.18,0,0,0,2,0,2006,2006,T20
351,England,RWT Key,1,1,1,10,10,0.0,8,125.0,0,0,0,0,0,2009,2009,T20
352,England,AAP Atkinson,4,2,1,10,8,10.0,23,43.47,0,0,0,0,0,2023,2025,T20
353,England,DR Mousley,4,1,0,8,8,8.0,6,133.33,0,0,0,0,1,2024,2024,T20
354,England,TS Mills,15,5,2,8,7,2.66,12,66.66,0,0,2,0,1,2016,2023,T20
355,England,MA Carberry,1,1,0,7,7,7.0,7,100.0,0,0,0,1,0,2014,2014,T20
356,England,JN Snape,1,1,0,7,7,7.0,11,63.63,0,0,0,0,0,2007,2007,T20
357,England,RJ Sidebottom,18,1,1,5,5,0.0,4,125.0,0,0,0,1,0,2007,2010,T20
358,England,MW Parkinson,6,4,0,5,5,1.25,11,45.45,0,0,3,1,0,2019,2022,T20
359,England,GJ Batty,1,1,0,4,4,4.0,7,57.14,0,0,0,0,0,2009,2009,T20
360,England,PR Brown,4,1,1,4,4,0.0,9,44.44,0,0,0,0,0,2019,2019,T20
361,England,L Wood,7,1,0,3,3,3.0,4,75.0,0,0,0,0,0,2022,2025,T20
362,England,A Khan,1,1,0,2,2,2.0,4,50.0,0,0,0,0,0,2009,2009,T20
363,England,GHS Garton,1,1,0,2,2,2.0,4,50.0,0,0,0,0,0,2022,2022,T20
364,England,RJ Gleeson,6,2,0,2,2,1.0,4,50.0,0,0,1,0,0,2022,2022,T20
365,England,RJ Kirtley,1,1,1,2,2,0.0,4,50.0,0,0,0,0,0,2007,2007,T20
366,England,SD Parry,5,1,0,1,1,1.0,1,100.0,0,0,0,0,0,2014,2015,T20
367,England,MS Panesar,1,1,0,1,1,1.0,2,50.0,0,0,0,0,0,2007,2007,T20
368,England,JM Anderson,19,4,3,1,1,1.0,2,50.0,0,0,1,0,0,2007,2009,T20
369,England,SI Mahmood,4,2,2,1,1,0.0,2,50.0,0,0,0,0,0,2006,2009,T20
370,England,EC Joyce,2,1,0,1,1,1.0,3,33.33,0,0,0,0,0,2006,2007,T20
371,England,J Lewis,2,2,1,1,1,1.0,4,25.0,0,0,0,0,0,2005,2007,T20
373,New,MJ Guptill,122,118,7,3531,105,31.81,2602,135.7,2,20,3,309,173,2009,2022,T20
374,New,KS Williamson,93,90,13,2575,95,33.44,2092,123.08,0,18,4,245,58,2011,2024,T20
375,New,BB McCullum,71,70,10,2140,123,35.66,1571,136.21,2,13,3,199,91,2005,2015,T20
376,New,GD Phillips,83,74,12,1929,108,31.11,1372,140.59,2,10,3,138,91,2017,2025,T20
377,New,LRPL Taylor,102,94,21,1909,63,26.15,1560,122.37,0,7,6,121,71,2006,2020,T20
378,New,TL Seifert,71,68,9,1736,97,29.42,1220,142.29,0,12,5,153,84,2018,2025,T20
379,New,C Munro,65,62,7,1724,109,31.34,1102,156.44,3,11,5,132,107,2012,2020,T20
380,New,DP Conway,54,50,10,1542,99,38.55,1198,128.71,0,11,1,150,40,2020,2025,T20
381,New,DJ Mitchell,79,74,17,1540,72,27.01,1118,137.74,0,8,2,105,57,2019,2025,T20
382,New,MS Chapman,71,62,13,1360,104,27.75,969,140.35,1,8,4,116,57,2018,2025,T20
383,New,FH Allen,52,52,1,1285,137,25.19,787,163.27,2,5,5,113,89,2021,2025,T20
384,New,JDS Neesham,84,67,21,955,48,20.76,629,151.82,0,0,7,73,51,2012,2025,T20
385,New,MJ Santner,114,76,32,735,77,16.7,612,120.09,0,1,5,55,24,2015,2025,T20
386,New,SB Styris,31,29,2,578,66,21.4,483,119.66,0,1,0,40,25,2005,2010,T20
387,New,TWM Latham,26,23,3,516,65,25.8,474,108.86,0,3,1,42,8,2012,2023,T20
388,New,C de Grandhomme,41,39,7,505,59,15.78,365,138.35,0,3,6,27,30,2012,2021,T20
389,New,CJ Anderson,31,24,4,485,94,24.25,351,138.17,0,2,3,30,26,2012,2018,T20
390,New,JDP Oram,36,30,7,474,66,20.6,339,139.82,0,2,3,38,22,2005,2012,T20
391,New,JEC Franklin,38,31,8,463,60,20.13,391,118.41,0,2,2,28,23,2006,2013,T20
392,New,JD Ryder,22,21,1,457,62,22.85,358,127.65,0,3,2,47,18,2008,2014,T20
393,New,R Ravindra,30,28,6,452,69,20.54,332,136.14,0,3,2,34,19,2021,2025,T20
394,New,MG Bracewell,36,25,9,382,61,23.87,274,139.41,0,2,4,32,16,2022,2025,T20
395,New,WA Young,20,19,0,344,56,18.1,338,101.77,0,2,0,35,10,2021,2024,T20
396,New,RJ Nicol,21,19,0,327,58,17.21,296,110.47,0,2,2,33,11,2010,2013,T20
397,New,L Ronchi,29,23,6,312,51,18.35,227,137.44,0,1,4,22,13,2013,2017,T20
398,New,TG Southee,126,50,23,303,39,11.22,218,138.99,0,0,6,20,18,2008,2024,T20
399,New,NL McCullum,63,41,15,299,36,11.5,297,100.67,0,0,4,19,8,2007,2016,T20
400,New,TC Bruce,17,17,2,279,59,18.6,228,122.36,0,2,2,24,7,2017,2020,T20
401,New,TB Robinson,12,12,2,278,75,27.8,213,130.51,0,2,2,23,11,2024,2025,T20
402,New,DL Vettori,34,22,6,205,38,12.81,190,107.89,0,0,3,14,2,2007,2014,T20
403,New,IS Sodhi,126,39,12,198,19,7.33,194,102.06,0,0,6,12,9,2014,2025,T20
404,New,CD McMillan,8,7,1,187,57,31.16,117,159.82,0,1,0,8,14,2005,2007,T20
405,New,CJ Bowes,11,11,0,187,54,17.0,156,119.87,0,1,1,27,2,2023,2023,T20
406,New,L Vincent,9,9,0,174,42,19.33,174,100.0,0,0,1,17,3,2006,2007,T20
407,New,GD Elliott,16,14,4,157,27,15.7,149,105.36,0,0,0,10,2,2009,2016,T20
408,New,HD Rutherford,8,7,0,151,62,21.57,105,143.8,0,1,1,12,9,2013,2019,T20
409,New,KD Mills,42,19,7,137,33,11.41,123,111.38,0,0,4,11,5,2005,2014,T20
410,New,PG Fulton,12,12,1,127,25,11.54,140,90.71,0,0,2,7,6,2006,2012,T20
411,New,AJ Redmond,7,6,0,126,63,21.0,84,150.0,0,1,0,19,2,2009,2010,T20
412,New,DAJ Bracewell,20,11,5,126,44,21.0,90,140.0,0,0,2,6,9,2011,2021,T20
413,New,D Cleaver,9,7,1,122,78,20.33,101,120.79,0,1,1,10,5,2022,2023,T20
414,New,AP Devcich,4,4,0,111,59,27.75,79,140.5,0,1,0,17,2,2013,2014,T20
415,New,SP Fleming,5,5,0,110,38,22.0,85,129.41,0,0,0,20,0,2005,2006,T20
416,New,CE McConchie,12,9,3,100,31,16.66,95,105.26,0,0,2,7,0,2021,2024,T20
417,New,HM Nicholls,10,9,1,100,36,12.5,112,89.28,0,0,0,9,0,2016,2021,T20
418,New,TA Blundell,9,8,2,91,30,15.16,94,96.8,0,0,0,10,0,2017,2024,T20
419,New,GH Worker,2,2,0,90,62,45.0,64,140.62,0,1,0,6,5,2015,2015,T20
420,New,D Foxcroft,5,4,0,88,34,22.0,79,111.39,0,0,0,2,5,2023,2024,T20
421,New,MJ Hay,11,9,2,87,41,12.42,68,127.94,0,0,2,5,4,2024,2025,T20
422,New,GJ Hopkins,10,8,0,86,36,10.75,71,121.12,0,0,0,5,5,2007,2010,T20
423,New,AF Milne,56,21,11,83,16,8.3,86,96.51,0,0,3,1,6,2010,2025,T20
424,New,SC Kuggeleijn,18,8,4,79,35,19.75,37,213.51,0,0,2,5,7,2019,2021,T20
425,New,JA Clarkson,8,5,1,75,38,18.75,71,105.63,0,0,1,4,4,2024,2024,T20
426,New,NJ Astle,4,4,1,74,40,24.66,67,110.44,0,0,0,7,2,2005,2006,T20
427,New,NT Broom,11,7,1,73,36,12.16,68,107.35,0,0,0,8,1,2009,2017,T20
428,New,PD McGlashan,11,9,1,61,26,7.62,64,95.31,0,0,0,6,2,2006,2010,T20
429,New,ZGF Foulkes,13,7,4,59,27,19.66,41,143.9,0,0,1,3,2,2024,2025,T20
430,New,DR Flynn,5,5,0,59,23,11.8,51,115.68,0,0,0,1,4,2008,2012,T20
431,New,TA Boult,61,15,8,58,16,8.28,64,90.62,0,0,1,3,2,2013,2024,T20
432,New,JM How,5,5,0,56,31,11.2,67,83.58,0,0,0,5,1,2007,2008,T20
433,New,KA Jamieson,15,6,3,49,30,16.33,34,144.11,0,0,1,7,0,2020,2025,T20
434,New,BJ Jacobs,3,2,1,44,44,44.0,32,137.5,0,0,1,1,3,2025,2025,T20
435,New,AK Kitchen,5,4,1,38,16,12.66,32,118.75,0,0,0,3,1,2017,2018,T20
436,New,BJ Watling,5,4,0,38,22,9.5,58,65.51,0,0,0,3,0,2009,2014,T20
437,New,BM Wheeler,6,4,2,37,30,18.5,28,132.14,0,0,0,3,2,2017,2018,T20
438,New,RM Hira,15,3,1,37,20,18.5,33,112.12,0,0,0,4,1,2012,2013,T20
439,New,LH Ferguson,43,15,7,29,14,3.62,36,80.55,0,0,4,0,2,2017,2024,T20
440,New,AM Ellis,5,5,2,25,16,8.33,21,119.04,0,0,0,1,1,2012,2013,T20
441,New,MJ Henry,25,7,3,24,12,6.0,27,88.88,0,0,1,2,1,2014,2025,T20
442,New,PJ Ingram,3,3,1,22,20,11.0,35,62.85,0,0,1,3,0,2010,2010,T20
443,New,SE Bond,20,8,3,21,8,4.2,21,100.0,0,0,2,2,0,2005,2010,T20
444,New,BV Sears,20,6,4,21,7,10.5,23,91.3,0,0,0,2,0,2021,2025,T20
445,New,MR Gillespie,11,6,4,21,7,10.5,29,72.41,0,0,0,0,0,2006,2008,T20
446,New,JA Duffy,27,5,2,19,8,6.33,23,82.6,0,0,1,2,0,2020,2025,T20
447,New,JW Wilson,1,1,0,18,18,18.0,14,128.57,0,0,0,2,0,2005,2005,T20
448,New,JAH Marshall,3,2,0,14,13,7.0,15,93.33,0,0,0,2,0,2005,2008,T20
449,New,MJ McClenaghan,28,7,4,14,6,4.66,15,93.33,0,0,2,1,1,2012,2016,T20
450,New,PA Hitchcock,1,1,0,13,13,13.0,11,118.18,0,0,0,1,1,2008,2008,T20
451,New,AR Adams,4,2,1,13,7,13.0,12,108.33,0,0,0,1,0,2005,2006,T20
452,New,HJH Marshall,3,3,0,12,8,4.0,14,85.71,0,0,0,0,0,2005,2006,T20
453,New,BM Tickner,18,4,2,11,5,5.5,23,47.82,0,0,0,0,0,2019,2023,T20
454,New,SHA Rance,8,3,0,10,8,3.33,21,47.61,0,0,0,0,0,2017,2019,T20
455,New,JS Patel,11,4,1,9,5,3.0,14,64.28,0,0,1,1,0,2005,2008,T20
456,New,AY Patel,7,2,0,7,4,3.5,14,50.0,0,0,0,0,0,2018,2021,T20
457,New,DG Brownlie,5,5,0,6,5,1.2,18,33.33,0,0,3,1,0,2010,2014,T20
458,New,DR Tuffey,3,2,1,5,5,5.0,5,100.0,0,0,1,1,0,2005,2010,T20
